"DATE","NEIGHBORHOOD_NAME","BOROUGH","MODZCTA","Label","AGE_GROUP","POP_DENOMINATOR","COUNT_PARTIALLY_CUMULATIVE","COUNT_FULLY_CUMULATIVE","COUNT_1PLUS_CUMULATIVE","PERC_PARTIALLY","PERC_FULLY","PERC_1PLUS"
2021-06-11,"Chelsea/NoMad/West Chelsea","Manhattan","10001","10001, 10118","All ages",27613.09,2943,20334,23277,10.66,73.64,84.3
2021-06-11,"Chinatown/Lower East Side","Manhattan","10002","10002","All ages",75322.71,6265,47004,53269,8.32,62.4,70.72
2021-06-11,"East Village/Gramercy/Greenwich Village","Manhattan","10003","10003","All ages",53977.81,3557,33094,36651,6.59,61.31,67.9
2021-06-11,"Financial District","Manhattan","10004","10004","All ages",2972.12,400,2772,3172,13.46,93.27,106.73
2021-06-11,"Financial District","Manhattan","10005","10005","All ages",8757.23,975,6001,6976,11.13,68.53,79.66
2021-06-11,"Financial District","Manhattan","10006","10006","All ages",3381.8,443,2819,3262,13.1,83.36,96.46
2021-06-11,"TriBeCa","Manhattan","10007","10007","All ages",6991.45,690,5216,5906,9.87,74.61,84.47
2021-06-11,"Alphabet City/East Village/Stuyvesant Town-Cooper Village","Manhattan","10009","10009","All ages",57151.12,3876,33481,37357,6.78,58.58,65.37
2021-06-11,"Flatiron/Gramercy/Kips Bay","Manhattan","10010","10010","All ages",33353,2208,20089,22297,6.62,60.23,66.85
2021-06-11,"Chelsea","Manhattan","10011","10011","All ages",49745.99,3158,33580,36738,6.35,67.5,73.85
2021-06-11,"Greenwich Village/SoHo","Manhattan","10012","10012","All ages",23152.07,1779,13986,15765,7.68,60.41,68.09
2021-06-11,"Hudson Square/Little Italy/SoHo/TriBeCa","Manhattan","10013","10013","All ages",28818.86,2388,19173,21561,8.29,66.53,74.82
2021-06-11,"Hudson Square/Meatpacking District/West Village","Manhattan","10014","10014","All ages",30336.05,2025,20446,22471,6.68,67.4,74.07
2021-06-11,"Kips Bay/Murray Hill/NoMad","Manhattan","10016","10016","All ages",50912.11,4102,36660,40762,8.06,72.01,80.06
2021-06-11,"East Midtown/Murray Hill","Manhattan","10017","10017","All ages",15613.27,1528,11877,13405,9.79,76.07,85.86
2021-06-11,"Hell's Kitchen/Midtown Manhattan","Manhattan","10018","10018","All ages",11790.55,1808,9777,11585,15.33,82.92,98.26
2021-06-11,"Hell's Kitchen/Midtown Manhattan","Manhattan","10019","10019, 10020","All ages",43522.4,4271,32487,36758,9.81,74.64,84.46
2021-06-11,"Lenox Hill/Upper East Side","Manhattan","10021","10021","All ages",45875.54,2598,29086,31684,5.66,63.4,69.07
2021-06-11,"East Midtown","Manhattan","10022","10022","All ages",30896.18,2449,22547,24996,7.93,72.98,80.9
2021-06-11,"Lincoln Square","Manhattan","10023","10023","All ages",61782.48,3935,41887,45822,6.37,67.8,74.17
2021-06-11,"Upper West Side","Manhattan","10024","10024","All ages",58412.05,3277,38419,41696,5.61,65.77,71.38
2021-06-11,"Manhattan Valley/Morningside Heights/Upper West Side","Manhattan","10025","10025","All ages",91619.93,5585,55760,61345,6.1,60.86,66.96
2021-06-11,"Central Harlem (South)","Manhattan","10026","10026","All ages",38664.36,2132,16118,18250,5.51,41.69,47.2
2021-06-11,"Central Harlem (South)/Morningside Heights/West Harlem","Manhattan","10027","10027","All ages",63394.55,3797,27714,31511,5.99,43.72,49.71
2021-06-11,"Upper East Side/Yorkville","Manhattan","10028","10028","All ages",47370.29,2594,29493,32087,5.48,62.26,67.74
2021-06-11,"East Harlem","Manhattan","10029","10029","All ages",78224.82,4754,34376,39130,6.08,43.95,50.02
2021-06-11,"Central Harlem (North)","Manhattan","10030","10030","All ages",29269.87,1672,10515,12187,5.71,35.92,41.64
2021-06-11,"Hamilton Heights/West Harlem","Manhattan","10031","10031","All ages",59023.53,3635,26233,29868,6.16,44.44,50.6
2021-06-11,"Washington Heights (South)","Manhattan","10032","10032","All ages",63051.12,3770,29032,32802,5.98,46.05,52.02
2021-06-11,"Washington Heights (North)/Washington Heights (South)","Manhattan","10033","10033","All ages",58517.81,3215,26476,29691,5.49,45.24,50.74
2021-06-11,"Inwood/Washington Heights (North)","Manhattan","10034","10034","All ages",42241.84,2675,17920,20595,6.33,42.42,48.75
2021-06-11,"East Harlem","Manhattan","10035","10035","All ages",35240.03,2445,15547,17992,6.94,44.12,51.06
2021-06-11,"Hell's Kitchen/Midtown Manhattan","Manhattan","10036","10036","All ages",27242.15,3381,23444,26825,12.41,86.06,98.47
2021-06-11,"Central Harlem (North)/East Harlem","Manhattan","10037","10037","All ages",20793.37,1142,8328,9470,5.49,40.05,45.54
2021-06-11,"Chinatown/Financial District","Manhattan","10038","10038","All ages",22864.58,2155,13657,15812,9.43,59.73,69.16
2021-06-11,"Central Harlem (North)/Washington Heights (South)","Manhattan","10039","10039","All ages",27180.77,1626,9012,10638,5.98,33.16,39.14
2021-06-11,"Washington Heights (North)","Manhattan","10040","10040","All ages",43966.32,2744,20069,22813,6.24,45.65,51.89
2021-06-11,"Roosevelt Island","Manhattan","10044","10044","All ages",11671.84,754,6746,7500,6.46,57.8,64.26
2021-06-11,"Lenox Hill/Upper East Side","Manhattan","10065","10065","All ages",27899.1,1861,18768,20629,6.67,67.27,73.94
2021-06-11,"Lincoln Square","Manhattan","10069","10069","All ages",6284.56,496,4517,5013,7.89,71.87,79.77
2021-06-11,"Lenox Hill/Upper East Side","Manhattan","10075","10075, 10162","All ages",23044.5,1688,17179,18867,7.32,74.55,81.87
2021-06-11,"Upper East Side/Yorkville","Manhattan","10128","10128","All ages",58558.8,3445,38015,41460,5.88,64.92,70.8
2021-06-11,"Battery Park City","Manhattan","10280","10280","All ages",9346.22,626,5168,5794,6.7,55.3,61.99
2021-06-11,"Battery Park City","Manhattan","10282","10282","All ages",5571.94,417,2977,3394,7.48,53.43,60.91
2021-06-11,"Silver Lake/St. George","Staten Island","10301","10301","All ages",38904.96,2285,17713,19998,5.87,45.53,51.4
2021-06-11,"Elm Park","Staten Island","10302","10302","All ages",18484.97,1228,7156,8384,6.64,38.71,45.36
2021-06-11,"Graniteville/Mariner's Harbor/Port Ivory","Staten Island","10303","10303","All ages",26512.59,1829,9512,11341,6.9,35.88,42.78
2021-06-11,"New Dorp/Todt Hill","Staten Island","10304","10304","All ages",41886.87,2747,18569,21316,6.56,44.33,50.89
2021-06-11,"Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze","Staten Island","10305","10305","All ages",42856.19,2826,19868,22694,6.59,46.36,52.95
2021-06-11,"Lighthouse Hill/Midland Beach/New Dorp/Oakwood","Staten Island","10306","10306","All ages",52806.81,3241,25463,28704,6.14,48.22,54.36
2021-06-11,"Tottenville","Staten Island","10307","10307","All ages",14912.16,675,5326,6001,4.53,35.72,40.24
2021-06-11,"Great Kills","Staten Island","10308","10308","All ages",29820.74,1490,12079,13569,5,40.51,45.5
2021-06-11,"Charleston/Prince's Bay/Woodrow","Staten Island","10309","10309","All ages",32939.56,1747,12824,14571,5.3,38.93,44.24
2021-06-11,"Port Richmond/Randall Manor/West Brighton","Staten Island","10310","10310","All ages",23441.55,1493,10288,11781,6.37,43.89,50.26
2021-06-11,"Annadale/Rossville","Staten Island","10312","10312","All ages",61052.73,3128,26469,29597,5.12,43.35,48.48
2021-06-11,"Bloomfield/Freshkills Park","Staten Island","10314","10314","All ages",92523.87,5271,40928,46199,5.7,44.24,49.93
2021-06-11,"Concourse/Melrose","Bronx","10451","10451","All ages",47367.12,3215,19086,22301,6.79,40.29,47.08
2021-06-11,"Concourse/Highbridge","Bronx","10452","10452","All ages",75212.41,5347,27990,33337,7.11,37.21,44.32
2021-06-11,"Morris Heights/Mount Hope/University Heights","Bronx","10453","10453","All ages",78677.58,5666,26521,32187,7.2,33.71,40.91
2021-06-11,"Mott Haven/Port Morris","Bronx","10454","10454","All ages",37829.72,2554,13029,15583,6.75,34.44,41.19
2021-06-11,"Mott Haven","Bronx","10455","10455","All ages",41893.78,3003,14435,17438,7.17,34.46,41.62
2021-06-11,"Claremont/Morrisania","Bronx","10456","10456","All ages",93192.84,6179,29374,35553,6.63,31.52,38.15
2021-06-11,"Belmont/Claremont/Mount Hope/Tremont","Bronx","10457","10457","All ages",73721.56,5261,24137,29398,7.14,32.74,39.88
2021-06-11,"Belmont/Fordham University/Kingsbridge","Bronx","10458","10458","All ages",82740.43,5783,27407,33190,6.99,33.12,40.11
2021-06-11,"Charlotte Gardens/Hunts Point","Bronx","10459","10459","All ages",47872.88,3339,16434,19773,6.97,34.33,41.3
2021-06-11,"Charlotte Gardens/Tremont/Van Nest/West Farms","Bronx","10460","10460","All ages",58874.7,3784,19026,22810,6.43,32.32,38.74
2021-06-11,"Morris Park/Pelham Bay/Westchester Square","Bronx","10461","10461","All ages",49097.83,3532,25280,28812,7.19,51.49,58.68
2021-06-11,"Parkchester/Pelham Parkway/Van Nest/Westchester Square","Bronx","10462","10462","All ages",75315.82,6013,34377,40390,7.98,45.64,53.63
2021-06-11,"Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil","Bronx","10463","10463","All ages",69983.86,4783,33417,38200,6.83,47.75,54.58
2021-06-11,"City Island","Bronx","10464","10464","All ages",4285.4,231,2448,2679,5.39,57.12,62.51
2021-06-11,"Country Club/Throgs Neck","Bronx","10465","10465","All ages",43122.23,2360,18158,20518,5.47,42.11,47.58
2021-06-11,"Edenwald/Wakefield","Bronx","10466","10466","All ages",71310.11,3611,22572,26183,5.06,31.65,36.72
2021-06-11,"Allerton/Norwood/Pelham Parkway/Williamsbridge","Bronx","10467","10467","All ages",102058.58,6664,36403,43067,6.53,35.67,42.2
2021-06-11,"Fordham/Kingsbridge/University Heights","Bronx","10468","10468","All ages",77811.41,5659,27319,32978,7.27,35.11,42.38
2021-06-11,"Allerton/Baychester/Pelham Gardens/Williamsbridge","Bronx","10469","10469","All ages",72616.96,4015,25857,29872,5.53,35.61,41.14
2021-06-11,"Wakefield/Woodlawn","Bronx","10470","10470","All ages",14991.78,731,6419,7150,4.88,42.82,47.69
2021-06-11,"Fieldston/North Riverdale/Riverdale","Bronx","10471","10471","All ages",21241.06,1404,12735,14139,6.61,59.95,66.56
2021-06-11,"Soundview","Bronx","10472","10472","All ages",67979.13,5006,24052,29058,7.36,35.38,42.75
2021-06-11,"Castle Hill/Clason Point/Soundview","Bronx","10473","10473","All ages",59110.54,3432,21956,25388,5.81,37.14,42.95
2021-06-11,"Hunts Point","Bronx","10474","10474","All ages",11975.58,727,3653,4380,6.07,30.5,36.57
2021-06-11,"Co-op City/Edenwald","Bronx","10475","10475","All ages",42737.28,1850,19177,21027,4.33,44.87,49.2
2021-06-11,"Bellerose/Douglaston-Little Neck","Queens","11004","11004, 11005","All ages",18949.5,1224,10493,11717,6.46,55.37,61.83
2021-06-11,"Astoria (South)/Long Island City/Sunnyside","Queens","11101","11101","All ages",36835.54,3509,25591,29100,9.53,69.47,79
2021-06-11,"Astoria (North)","Queens","11102","11102","All ages",30044.75,2610,18535,21145,8.69,61.69,70.38
2021-06-11,"Astoria (North)/Astoria (South)","Queens","11103","11103","All ages",34937.39,2958,19379,22337,8.47,55.47,63.93
2021-06-11,"Sunnyside","Queens","11104","11104","All ages",25437.08,2160,15826,17986,8.49,62.22,70.71
2021-06-11,"Ditmars Steinway","Queens","11105","11105","All ages",36189.85,2428,18413,20841,6.71,50.88,57.59
2021-06-11,"Astoria (South)","Queens","11106","11106","All ages",37428.62,3356,21579,24935,8.97,57.65,66.62
2021-06-11,"Long Island City","Queens","11109","11109","All ages",5762.76,449,4242,4691,7.79,73.61,81.4
2021-06-11,"Brooklyn Heights/DUMBO/Downtown Brooklyn","Brooklyn","11201","11201","All ages",62294.06,4232,41604,45836,6.79,66.79,73.58
2021-06-11,"East Flatbush (North)/East Flatbush (South)","Brooklyn","11203","11203","All ages",73314.38,4409,26336,30745,6.01,35.92,41.94
2021-06-11,"Bensonhurst/Mapleton","Brooklyn","11204","11204","All ages",77087.49,5456,29746,35202,7.08,38.59,45.66
2021-06-11,"Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene","Brooklyn","11205","11205","All ages",45332.4,2183,16713,18896,4.82,36.87,41.68
2021-06-11,"Williamsburg (South)","Brooklyn","11206","11206","All ages",86709.93,4764,30839,35603,5.49,35.57,41.06
2021-06-11,"Cypress Hills/East New York","Brooklyn","11207","11207","All ages",89031.83,5748,27932,33680,6.46,31.37,37.83
2021-06-11,"Cypress Hills/East New York","Brooklyn","11208","11208","All ages",95565.18,6774,31384,38158,7.09,32.84,39.93
2021-06-11,"Bay Ridge/Fort Hamilton","Brooklyn","11209","11209","All ages",67514.44,4857,33993,38850,7.19,50.35,57.54
2021-06-11,"Flatlands/Midwood","Brooklyn","11210","11210","All ages",65687.01,3238,19511,22749,4.93,29.7,34.63
2021-06-11,"East Williamsburg/Williamsburg (North)/Williamsburg (South)","Brooklyn","11211","11211, 11249","All ages",101667.01,5752,43641,49393,5.66,42.93,48.58
2021-06-11,"Ocean Hill-Brownsville","Brooklyn","11212","11212","All ages",73966.99,4473,22192,26665,6.05,30,36.05
2021-06-11,"Crown Heights (East)","Brooklyn","11213","11213","All ages",64601.26,3107,19986,23093,4.81,30.94,35.75
2021-06-11,"Bath Beach/Bensonhurst/Gravesend","Brooklyn","11214","11214","All ages",92814.16,7694,40148,47842,8.29,43.26,51.55
2021-06-11,"Gowanus/Park Slope/Windsor Terrace","Brooklyn","11215","11215","All ages",69624.37,3643,41581,45224,5.23,59.72,64.95
2021-06-11,"Bedford-Stuyvesant (West)/Crown Heights (West)","Brooklyn","11216","11216","All ages",54825.36,2884,26410,29294,5.26,48.17,53.43
2021-06-11,"Boerum Hill/Park Slope","Brooklyn","11217","11217, 11243","All ages",40870.72,2257,23069,25326,5.52,56.44,61.97
2021-06-11,"Kensington/Windsor Terrace","Brooklyn","11218","11218","All ages",73995.92,5036,31651,36687,6.81,42.77,49.58
2021-06-11,"Borough Park","Brooklyn","11219","11219","All ages",90082.53,5475,26126,31601,6.08,29,35.08
2021-06-11,"Sunset Park","Brooklyn","11220","11220","All ages",94590.76,11975,52753,64728,12.66,55.77,68.43
2021-06-11,"Bedford-Stuyvesant (East)/Bushwick","Brooklyn","11221","11221","All ages",81440.74,5452,34152,39604,6.69,41.93,48.63
2021-06-11,"Greenpoint","Brooklyn","11222","11222","All ages",36123.42,2374,22983,25357,6.57,63.62,70.2
